titulo,autor,ISBN_13,ISBN_10,ano,paginas,idioma,editora,rating,avaliacao,resenha,abandonos,relendo,querem_ler,lendo,leram,descricao,genero,male,female
Pavarotti - Meu Mundo,Luciano Pavarotti,9788532506641,853250664X,1996,304,português,Rocco,4.0,4,0,2,0,6,1,7,"Há os que não gostam de ópera, mas gostam de Luciano Pavarotti É um fenômeno de sedução parecido com o do bailarino Rudolf Nureyev, idolatrado por muitos que jamais o viram dançar Ou de Maria Callas, amada mesmo por aqueles pouco afeitos ao canto líricoO tenor Luciano Pavarotti é mesmo um caso especial Além de ter uma das vozes mais belas de que se tem notícia, já esbanjou mundo afora, e também pelo Brasil, sua simpatia cativante, entre gargalhadas gostosas e tão opulentas quanto seu corpo robusto, volta e meia submetido a rigoroso regime alimentar É este homem simples, porém incomum em sua compaixão por tudo o que é humano, que o leitor vai conhecer neste Pavarotti, meu Mundo, escrito pelo próprio artista em colaboração com o amigo William Wright É claro que o homem não pode ser separado do cantor, que rivaliza com Plácido Domingo e José Carreras no lugar de melhor tenor deste fim-de-século Os bastidores e as emoções dos grandes espetáculos, como o Concerto dos Três Tenores que reuniu as três estrelas e as excursões dos últimos 15 anos, recheiam sua trajetória com deliciosas e divertidas anedotas, especialmente na América Latina ou em lugares como China ou CingapuraUm prazer adicional reservado ao leitor de Pavarotti, meu Mundo é poder se aproximar de personagens do circuito vip internacional, do qual o tenor faz parte e com os quais convive Como a princesa Diana, por exemplo, que foi uma presença assídua na vida do cantor e que o impressionou por sua amabilidade, meiguice e amargura Pavarotti não poupa comentários sobre astros que admira como o pop Bruce Springsteen, que, na sua opinião, arranca do público eletricidade igual à sua, apesar da diversidade de estilos E jura ser um excelente amigo do rival Plácido Domingo, embora, no relato de seus últimos quinze anos, não se refira sequer a um almoço com o colega supostamente íntimoMas há intimidades Ele fala da família, por exemplo, definida como ""maravilhosa"", de suas tensões e ansiedades, da misteriosa doença que afligiu sua filha Um mundo candidamente emocionante Uma janela para a essência de um artista carismático como poucos Uma espiada nos bastidores de um tenor que conseguiu provar que a ópera é uma arte passível das mais modernas técnicas de marketing", ,37,63
Arthur Bispo do Rosário,Luciana Hidalgo,9788532506993,8532506992,1996,208,português,Rocco,4.4,23,2,0,0,34,2,42,"Em 1989, o esquizofrênico-paranóico - de acordo com boletins psiquiátricos - morreu e deu passagem a um artista plástico consagrado Em 1995, seus bordados,'assemblages' e estandartes representaram o Brasil na Bienal de Veneza e foram requisitados para mostras em Paris e Nova York Neste livro, a primeira biografia de Arthur Bispo do Rosario, Luciana Hidalgo se equilibra entre o delírio e a realidade para desvendar uma das personalidades mais impressionantes do país",  ,35,65
O Sétimo Selo,Melvyn Bragg,9788532505118,8532505112,1996,88,português,Rocco,4.3,3,0,0,0,11,1,9,"No livro, o autor desenvolve questões conceituais em torno do filme, conta a revelação artística de Bergman aos 22 anos e passagens de sua vida profissional, mencionando traços marcantes da personalidade do diretor Boemia, paixões arrasadoras, depressões, obsessão pela arte e úlceras reais e imaginárias desde a juventude compõem um retrato singular e comovente de um gênio do cinema Em entrevista a Bragg, no ano de 1978, Bergman revelou-lhe que desde que viu seu primeiro filme, aos seis anos, ficou completamente apaixonado E quando o irmão, no Natal, ganhou um projetor de presente, o pequeno Ingmar comprou imediatamente a máquina, pagando com sua coleção de soldados de chumbo ""Dei-lhe todo o exército"", conta ele", ,42,58
L' Atalante,Marina Warner,9788532506306,8532506305,1996,116,português,Rocco,5.0,1,0,0,0,4,0,2,"L'Atalante foi o quarto e último filme dirigido pelo cineasta francês Jean Vigo (1905-1934) Herdeiro, pelo lado paterno, de uma concepção radicalmente anarquista da vida, Vigo se notabilizou por fazer filmes violentamente anticonformistas Ao morrer de tuberculose aos vinte e nove anos deixou dois documentários notáveis e duas obras-primas: Zero de conduit (1932) e L?Atalante (1934)O primeiro filme é autobiográfico em alguns de seus episódios e, nas palavras de Marina Warner, ""acumula em seus 45 minutos mais rebelião genuína contra a autoridade do que qualquer discurso mais reflexivo"" Por isso mesmo foi proibido pela censura e só foi exibido na França em 1940, ""quando seu espírito desafiador foi associado à Resistência"" L'Atalante é literalmente um romance de amor, com uma história que de tão simples beira a banalidade Em resumo: após casar-se com Juliette, Jean leva-a para a barcaça L'Atalante, que é ao mesmo tempo sua casa e seu ganha-pão, indo e vindo no transporte de carga pelos canais que ligam o Havre a ParisA vida na barcaça acaba entediando Juliette que lá um dia decide passear na cidade grande Jean, ressentido, zarpa antes que ela retorne, mas logo se dá conta da imensidade da perda e se desespera Intervém então o imediato, que sai à procura da moça, encontra-a e torna a juntar os dois A trivialidade do enredo, porém, não impede que Vigo narre com sua câmera criativa um conto de sofrimento erótico intenso num fluxo de imagens que também captam fantasias, sonhos, cenas de rua, humor, detalhes do dia-a-dia na barcaça e do cenário singelo do trabalho industrialO livro da ensaísta e romancista inglesa Marina Warner não apenas aproxima o leitor do cineasta intensamente pessoal que foi Jean Vigo como ainda consegue deixar claro por que se diz hoje, mais de sessenta anos depois de realizado L'Atalante, que tudo o que a nouvelle vague produziu mais tarde nasceu desse filme", ,22,78
Lolita,Richard Corliss,9788532508690,8532508693,1996,124,português,Rocco,3.9,10,0,1,0,13,2,28,"Se Dolores Haze tivesse fugido das páginas do romance escrito pelo russo Vladimir Nabokov, seria hoje talvez uma pacata senhora de 63 anos Mas como Lolita  a ninfeta lançada por ele em 1954 e personificada no filme dirigido por Stanley Kubrick em 1962 , a menina de 12 anos que seduz o padrasto pedófilo e se torna conquista de um obsessivo produtor de filmes B, continua sendo motivo de escândalo Prova disso está na recente refilmagem do clássico dirigido por Adrian Lyne, cuja exibição foi proibida nos EUA As contradições e semelhanças entre o romance e a primeira versão cinematográfica, no entanto, não fogem da análise do jornalista Richard Corliss Conhecedor da obra de Nabokov e crítico de cinema, Corliss abre seu comentário  que não poderia ter outro título que não Lolita  com uma poesia na qual ilustra as trajetórias do escritor e do diretor de cinema Vai configurando, verso a verso, as vidas dos envolvidos com a menina, tanto na ficção quanto na realidade Após a ninfeta, certamente ninguém mais foi o mesmo Corliss rastreia toda a produção do filme, desde os contatos entre Kubrick e seu parceiro, o produtor James B Harris, com Nabokov, até cenas e diálogos do filme que refletem o espírito de lascívia e amor não-correspondido que permeia a película Como um voyeur semelhante a Humbert Humbert  o quase homem de meia-idade louco por garotinhas que se casa com a mãe de Lolita para ficar próximo dela , vislumbra os detalhes e as interpretações dos atores que deram vida aos desajustados do romanceO autor destaca a ambigüidade que Lolita causou nas vidas de Nabokov e Kubrick Enquanto o russo credita para a história da ninfeta o título de sua melhor obra em inglês, para o cineasta a filmagem do romance representou um fracasso evidente, devido às pressões da censura e à dificuldade em relação à narrativa de Lolita Se tivesse sido escrito por um autor menor, poderia ter sido um filme melhor, avaliou Kubrick em 1987Corliss vai além do tímido sucesso do filme na época de seu lançamento e reconhece em Lolita um marco na linguagem que o cineasta transformaria em sua assinatura, claramente visível em outros filmes posteriores de Kubrick, como Laranja mecânica, da década de 70, e Nascido para matar, nos anos 80 Assim como vê no romance marcas inconfundíveis do russo apaixonado por borboletas e dramas humanos que foi Nabokov O que o autor quer deixar claro é que, cada um a seu modo, tanto Nabokov quanto Kubrick ilustraram há muitos anos personagens que, se provocaram escândalo há algumas décadas, hoje são comuns  pedófilos, desequilibrados, violentos, apaixonados Acima de tudo, são seres humanos, psicologicamente desajustados, próximos ou não, mas vivos e livres Como qualquer um de nós", ,22,78
A Escolha da Dra Cole,Noah Gordon ,9788532506757,8532506755,1996,320,português,Rocco,3.2,29,1,1,0,22,1,54,"Com 'A escolha da Dra Cole', Noah Gordon encerra a trilogia iniciada com o lendário médico do século XI, Robert Jeremy Cole, herói de o Físico A saga prosseguiu em Xama, que se passa nos EUA, no século XVIII Neste livro, cuja ação transcorre no final do século XX, a herdeira do dom é Roberta Jeanne d'Arc A ela cabe enfrentar um dos grandes desafios das mulheres de seu tempo; o direito de dispor sobre a própria vida e sobre o próprio corpo",  ,29,71
Sede de Plenitude,Christina Grof,9788532506542,8532506542,1996,267,português,Rocco,4.0,2,2,0,0,16,0,3,"A Autora Experimentou as Alternativas da Psicologia Transpessoal, da Meditacao da Filosofia e da Religiosidade Orientais Para Descobrir que a Ansia do Alcoolatra ou de Qualquer Outro Dependente ao Vicio e Essencialmente Espiritual",  ,42,58
O cavaleiro do medo,R.L.Stine,9788532514981,8532514987,1996,106,português,Rocco,2.8,16,0,0,0,9,1,30,"Eles vão assombrar você para sempre!!!Miguel adora ficar zangado no museu de horrores do seu pai, na Rua do Medo O museu é cheio de coisas legais como múmias, caixões e um montão de estátuas de cera fantasmagóricasEntão uma armadura chega ao museu É para a nova exposição que está sendo montada e parece que é mal - assombrada Miguel acha que aquela armadura é a coisa que ele mais gosta no museu até ver o brilho de um par de olhos apavorantes por trás do visor Até a armadura levantar o braço e apontar uma espada imensa para o peito dele",Veja só como vai ser a noite de que Miguel nunca vai se esquecer! ,33,67
Mulheres que Correm com os Lobos,Clarissa Pinkola Estés,nan,nan,1996,627,português,Rocco,4.5,2,231,690,123,19,5,4,nan,nan,4,96
Lasher,Anne Rice,9788532506047,8532506046,1996,544,português,Rocco,4.0,1,28,45,2,1,57,2,"Em Lasher, Anne Rice, conta a trajetória fantástica de várias gerações de bruxas de Nova Orleans: a incestuosíssima família Mayfair, milionária e moderna, porém marcada pelo demônio que percorre a sua linhagem através dos séculos Ao nascer, Lasher, se levanta e vai ao encontro de sua mãe, sequestrando-a e levando-a para longe, com a ideia fixa de se reproduzir e repovoar a terra com sua espécie A fecundação é imediata, mas a reprodução impossível, a menos que o demônio encontre alguém com a conjunção ideal de homem e mulher com 92 cromossomas A história começa neste ponto de tormento Rowan, tentando se libertar da tirania do filho, enquanto dá à luz Emaleth, irmã e mulher de Lasher O romance é mais do que este conflito É toda a vida das gerações Mayfair",Fantasia / Ficção / Horror / Literatura Estrangeira / Romance / Terror ,23,77
Taltos,Anne Rice,9788532506962,8532506968,1996,448,português,Rocco,3.9,745,24,25,3,1,42,1,"Este novo romance é a continuação da epopeia dos bruxos Mayfair, saga hipnótica do oculto, iniciada com 'A Hora das Bruxas' e 'Lasher' A autora narra a história do único sobrevivente da espécie arcaica conhecida como Taltos, lutando para circular entre os humanos, agora como diretor de uma grande corporação",Ficção / Romance ,23,77
A Tentação do Coiote,Tony Hillerman,9788532507037,8532507034,1996,207,português,Rocco,0.0,0,0,0,0,0,0,1,nan,nan,100,0
Reorganize sua bagagem,Richard J. Leider,9788532506597,8532506593,1996,250,português,Rocco,0.0,0,0,0,0,5,0,0,"'Reorganize sua bagagem', de Richard J Leider e David A Shapiro, um guia para executivos muito bem-sucedidos que, inexplicavelmente, vivem mergulhados em frustração Os dois autores partem da própria experiência pessoal e de centenas de entrevistas com executivos em busca de autoconhecimento, de felicidade, da verdadeira vida boa Richard J Leider e David A Shapiro ensinam de que maneira cada um de nós deve desenvolver a própria visão de vida boa e tentar alcançá-la, ainda que isto signifique muitas mudanças na bagagem",  ,17,83
A Lua dos Namorados,Alice Hoffman,9788532505736,8532505732,1996,200,português,Rocco,2.8,6,0,1,0,13,1,7,"Em Verity, pequena cidade da Flórida, a vida de três pessoas se entrelaça numa rede de crime e suspeita Keith Rosen, adolescente problemático à beira da marginalidade, é filho de Lucy, supermãe divorciada, ex-moradora de Nova York Julian Cash, o policial solitário de Verity, tem passado obscuro e triste, mas é impecável no exercício de sua profissãoO pesadelo começa para mãe e filho quando Keith desaparece com o bebê de uma jovem mulher assassinada num dos apartamentos do condomínio onde moram e passa a ser o único suspeito da morte da vizinha Lucy inicia a busca do verdadeiro assassino, tentando salvar o filho de uma acusação injustaTudo se passa em maio, um mês sinistro ou mágico em Verity É nessa época que o ar se transforma, as meninas fogem de casa, as crianças choram a noite inteira, fantasmas aparecem e casais se apaixonam loucamente Até as tartarugas saem de seus esconderijos confundindo as luzes da cidade com o brilho da lua",Romance ,28,72
